Year,Month,Day,Hour,Average_Temperature,Low_Temperature,High_Temperature,Temperature,Humidity,Wind_Speed,Precipitation,Photovoltaic_Power
2014,1,2,16,35.8,23.91140556,45.2857132,42.45231247,11.47991943,4.313324299,0,0.432772104
2014,1,2,17,35.8,23.91140556,45.2857132,44.81209183,10.25310707,3.013237874,0,0.489653272
2014,1,2,18,35.8,23.91140556,45.2857132,39.93146133,15.1603241,5.535703425,0,0.127709874
2014,1,2,19,35.8,23.91140556,45.2857132,37.47701263,20.85063171,4.945525841,0,0.01639969
2014,1,2,20,35.8,23.91140556,45.2857132,36.52746201,21.37968826,1.979682837,0,3.29E-05
2014,1,2,21,35.8,23.91140556,45.2857132,35.46917343,22.7226696,2.15043081,0,9.77E-06
2014,1,2,22,35.8,23.91140556,45.2857132,34.38531876,24.86251831,1.829370134,0,4.12E-06
2014,1,2,23,35.8,23.91140556,45.2857132,31.86015511,28.66474342,0.700162415,0,1.13E-05
2014,1,3,0,32.1,27.854599,37.94002533,29.9837513,32.56353378,1.849513739,0,4.12E-06
2014,1,3,1,32.1,27.854599,37.94002533,29.14975548,34.34040833,0.811123305,0,1.03E-06
2014,1,3,2,32.1,27.854599,37.94002533,31.00461388,28.96097755,1.855001079,0,5.14E-07
2014,1,3,3,32.1,27.854599,37.94002533,29.36659241,29.41201401,1.003655932,0,4.12E-06
2014,1,3,4,32.1,27.854599,37.94002533,28.80632782,27.08160973,1.423262967,0,0
2014,1,3,5,32.1,27.854599,37.94002533,29.79076385,29.83863449,3.71053966,0,0
2014,1,3,6,32.1,27.854599,37.94002533,28.55300903,33.69723892,2.314119071,0,0
2014,1,3,7,32.1,27.854599,37.94002533,29.25122452,33.40304947,2.840217107,0,0.00940432
2014,1,3,8,32.1,27.854599,37.94002533,30.71494675,30.81109619,3.379437978,0,0.146137854
2014,1,3,9,32.1,27.854599,37.94002533,31.38228416,27.83571243,5.452183741,0,0.388605453
2014,1,3,10,32.1,27.854599,37.94002533,32.09332275,26.51296616,5.525354461,0,0.570955784
2014,1,3,11,32.1,27.854599,37.94002533,33.17670059,24.26529503,4.039597034,0,0.764479431
2014,1,3,12,32.1,27.854599,37.94002533,33.93884277,21.72324181,4.170212373,0,0.861082298
2014,1,3,13,32.1,27.854599,37.94002533,34.90867615,16.68091011,3.661593611,0,0.898979939
2014,1,3,14,32.1,27.854599,37.94002533,35.57702637,14.20426559,4.709782659,0,0.876238162
2014,1,3,15,32.1,27.854599,37.94002533,37.35479736,13.11610126,5.364267614,0,0.795425427
2014,1,3,16,32.1,27.854599,37.94002533,37.5615654,11.87625313,4.531773908,0,0.682137844
2014,1,3,17,32.1,27.854599,37.94002533,36.69230652,12.12141991,3.616723199,0,0.471141443
2014,1,3,18,32.1,27.854599,37.94002533,36.13049698,11.45102215,4.437753201,0,0.20109054
2014,1,3,19,32.1,27.854599,37.94002533,34.54925156,12.70545006,3.646434416,0,0.035140946
2014,1,3,20,32.1,27.854599,37.94002533,32.55184174,12.17295265,3.554532987,0,2.11E-05
2014,1,3,21,32.1,27.854599,37.94002533,30.46442795,12.11388874,1.865481703,0,2.57E-06
2014,1,3,22,32.1,27.854599,37.94002533,29.55981255,15.00276947,1.75958496,0,2.06E-06
2014,1,3,23,32.1,27.854599,37.94002533,28.83190155,16.89936829,2.44674322,0,0
2014,1,4,0,27.5,20.92823029,33.41630936,27.76079941,24.63762665,2.797555247,0,5.14E-07
2014,1,4,1,27.5,20.92823029,33.41630936,26.45624924,28.6428318,3.39330097,0,3.09E-06
2014,1,4,2,27.5,20.92823029,33.41630936,25.71028519,32.38475418,2.2065881,0,0
2014,1,4,3,27.5,20.92823029,33.41630936,24.74135017,31.60989761,2.64511479,0,0
2014,1,4,4,27.5,20.92823029,33.41630936,24.23500824,29.47916985,2.899451191,0,0
2014,1,4,5,27.5,20.92823029,33.41630936,23.21496201,26.90829849,2.183888646,0,0
2014,1,4,6,27.5,20.92823029,33.41630936,21.07075882,30.02291298,2.258768299,0,0
2014,1,4,7,27.5,20.92823029,33.41630936,24.01362991,24.46476555,2.815941573,0,0.011760801
2014,1,4,8,27.5,20.92823029,33.41630936,25.21760368,23.55870819,5.124824703,0,0.147287033
2014,1,4,9,27.5,20.92823029,33.41630936,26.40634918,23.58691978,5.029432823,0,0.389065846
2014,1,4,10,27.5,20.92823029,33.41630936,27.7399559,21.9759655,5.234066594,0,0.611626031
2014,1,4,11,27.5,20.92823029,33.41630936,29.01792908,21.31620407,5.282745879,0,0.769789109
2014,1,4,12,27.5,20.92823029,33.41630936,29.58323288,20.81216049,4.337877724,0,0.865052983
2014,1,4,13,27.5,20.92823029,33.41630936,31.03773689,19.10134506,3.486007989,0,0.903592603
2014,1,4,14,27.5,20.92823029,33.41630936,32.05300903,16.50063133,3.437897201,0,0.881120379
2014,1,4,15,27.5,20.92823029,33.41630936,32.55045319,15.12744427,2.648148006,0,0.805815841
2014,1,4,16,27.5,20.92823029,33.41630936,33.40901566,13.84198189,4.989629605,0,0.670133748
2014,1,4,17,27.5,20.92823029,33.41630936,32.99850464,14.00363922,3.327439109,0,0.474827672
2014,1,4,18,27.5,20.92823029,33.41630936,31.98527527,14.32694626,2.237082258,0,0.232487141
2014,1,4,19,27.5,20.92823029,33.41630936,30.63910103,15.6063385,3.334273516,0,0.036301441
2014,1,4,20,27.5,20.92823029,33.41630936,28.81861305,18.08992386,2.060667071,0,1.03E-06
2014,1,4,21,27.5,20.92823029,33.41630936,27.19183159,20.36772346,2.178657076,0,2.57E-06
2014,1,4,22,27.5,20.92823029,33.41630936,24.013237,25.08934212,1.200401816,0,1.03E-06
2014,1,4,23,27.5,20.92823029,33.41630936,21.80580902,28.91830826,0.949747792,0,1.03E-06
2014,1,5,0,26.3,15.30858707,35.06015396,23.75602722,24.43350983,1.52842379,0,0
2014,1,5,1,26.3,15.30858707,35.06015396,21.36465454,27.2807579,1.096766806,0,1.03E-06
2014,1,5,2,26.3,15.30858707,35.06015396,18.85384178,32.90813446,1.604315796,0,0
2014,1,5,3,26.3,15.30858707,35.06015396,17.7336731,34.49780273,0.443745081,0,0
2014,1,5,4,26.3,15.30858707,35.06015396,16.73869896,35.04105377,0.599898182,0,0
2014,1,5,5,26.3,15.30858707,35.06015396,16.28764915,32.49133301,0.774171045,0,0
2014,1,5,6,26.3,15.30858707,35.06015396,15.30858707,35.02124786,1.08907992,0,0
2014,1,5,7,26.3,15.30858707,35.06015396,20.22279358,26.72064209,1.623424001,0,0.008667695
2014,1,5,8,26.3,15.30858707,35.06015396,25.23345375,14.21271706,2.309509112,0,0.146859569
2014,1,5,9,26.3,15.30858707,35.06015396,27.64286423,11.97536755,2.674431821,0,0.395028788
2014,1,5,10,26.3,15.30858707,35.06015396,29.31712341,11.61645699,4.611658501,0,0.616039097
2014,1,5,11,26.3,15.30858707,35.06015396,30.68772316,11.56510258,4.964516691,0,0.775527796
2014,1,5,12,26.3,15.30858707,35.06015396,32.29017258,10.98541164,6.347160119,0,0.872897653
2014,1,5,13,26.3,15.30858707,35.06015396,32.88962936,10.135746,3.879266769,0,0.909385777
2014,1,5,14,26.3,15.30858707,35.06015396,33.727314,9.097318649,3.680340744,0,0.889584032
2014,1,5,15,26.3,15.30858707,35.06015396,34.24905396,7.898705482,2.999936226,0,0.815571524
2014,1,5,16,26.3,15.30858707,35.06015396,34.61940765,7.644745827,3.970945144,0,0.67888272
2014,1,5,17,26.3,15.30858707,35.06015396,34.23159409,7.312498093,4.569789516,0,0.479701128
2014,1,5,18,26.3,15.30858707,35.06015396,33.26180649,7.586927891,3.990638535,0,0.236303499
2014,1,5,19,26.3,15.30858707,35.06015396,31.97679138,8.295454025,3.618165632,0,0.048075617
2014,1,5,20,26.3,15.30858707,35.06015396,30.02021217,9.235314369,2.586287077,0,0.000566872
2014,1,5,21,26.3,15.30858707,35.06015396,26.75398254,10.87409782,1.341449433,0,0
2014,1,5,22,26.3,15.30858707,35.06015396,23.05873489,13.50053406,1.954631912,0,0
2014,1,5,23,26.3,15.30858707,35.06015396,21.62017822,14.88807583,0.860131939,0,1.03E-06
2014,1,6,0,25.2,14.90982819,32.83490753,20.57262039,16.58664894,1.063555535,0,0
2014,1,6,1,25.2,14.90982819,32.83490753,19.46405983,19.40203285,0.571210113,0,0
2014,1,6,2,25.2,14.90982819,32.83490753,18.3090229,23.09889603,0.955206523,0,0
2014,1,6,3,25.2,14.90982819,32.83490753,16.82536888,25.69124985,1.354765254,0,0
2014,1,6,4,25.2,14.90982819,32.83490753,16.03792572,28.45518303,0.667143799,0,0
2014,1,6,5,25.2,14.90982819,32.83490753,16.07623863,29.08059692,0.836500466,0,0
2014,1,6,6,25.2,14.90982819,32.83490753,14.9350853,30.85813713,0.578532549,0,0
2014,1,6,7,25.2,14.90982819,32.83490753,21.78489685,22.38486099,1.436228312,0,0.009774691
2014,1,6,8,25.2,14.90982819,32.83490753,24.46462059,23.36997032,6.997910906,0,0.151011318
2014,1,6,9,25.2,14.90982819,32.83490753,25.89785767,22.42972946,5.569393587,0,0.40126699
2014,1,6,10,25.2,14.90982819,32.83490753,27.20228386,21.49394798,4.920514652,0,0.621111628
2014,1,6,11,25.2,14.90982819,32.83490753,28.76654434,19.12285995,5.016391317,0,0.782523648
2014,1,6,12,25.2,14.90982819,32.83490753,30.42932129,16.91031075,3.658025277,0,0.878453137
2014,1,6,13,25.2,14.90982819,32.83490753,31.67275238,14.57506752,6.509249384,0,0.919068912
2014,1,6,14,25.2,14.90982819,32.83490753,32.41452789,13.67259598,3.481515915,0,0.869155339
2014,1,6,15,25.2,14.90982819,32.83490753,32.1241951,13.33347321,4.534111471,0,0.818669237
2014,1,6,16,25.2,14.90982819,32.83490753,32.18272781,12.66569042,4.769473183,0,0.681853912
2014,1,6,17,25.2,14.90982819,32.83490753,31.91623116,12.76396751,4.059841702,0,0.479779295
2014,1,6,18,25.2,14.90982819,32.83490753,30.99309158,13.11916637,6.273665679,0,0.238033435
2014,1,6,19,25.2,14.90982819,32.83490753,29.38414574,13.55727768,4.436565346,0,0.036623456
2014,1,6,20,25.2,14.90982819,32.83490753,27.76402664,13.64233398,3.569143025,0,8.49E-05
2014,1,6,21,25.2,14.90982819,32.83490753,26.32637024,14.36186218,2.650977507,0,2.06E-06
2014,1,6,22,25.2,14.90982819,32.83490753,24.88506126,15.02632713,2.669357475,0,2.06E-06
2014,1,6,23,25.2,14.90982819,32.83490753,23.41170883,16.53232574,2.840762027,0,1.03E-06
2014,1,7,0,23.5,12.24718666,32.23200607,22.62885284,16.62238312,2.087899925,0,0
2014,1,7,1,23.5,12.24718666,32.23200607,20.70380592,18.34390068,1.641289117,0,0
2014,1,7,2,23.5,12.24718666,32.23200607,17.21412277,23.21028328,0.750024455,0,0
2014,1,7,3,23.5,12.24718666,32.23200607,14.9290247,26.75578499,0.737171564,0,1.54E-06
2014,1,7,4,23.5,12.24718666,32.23200607,14.02263737,28.60111046,1.52330176,0,3.09E-06
2014,1,7,5,23.5,12.24718666,32.23200607,12.8848896,30.64531708,0.501380898,0,1.03E-06
2014,1,7,6,23.5,12.24718666,32.23200607,12.4677124,32.88472748,0.903376666,0,3.09E-06
2014,1,7,7,23.5,12.24718666,32.23200607,18.15785217,22.42828369,1.25606942,0,0.00605144
2014,1,7,8,23.5,12.24718666,32.23200607,22.19846535,14.82219887,4.750700619,0,0.147158441
2014,1,7,9,23.5,12.24718666,32.23200607,24.06430054,14.16224575,6.358448983,0,0.400048353
2014,1,7,10,23.5,12.24718666,32.23200607,26.34342957,13.42542553,4.814789703,0,0.624212439
2014,1,7,11,23.5,12.24718666,32.23200607,27.7389183,11.60556221,4.103803739,0,0.786945485
2014,1,7,12,23.5,12.24718666,32.23200607,29.04730988,10.06213951,5.088266629,0,0.886366772
2014,1,7,13,23.5,12.24718666,32.23200607,30.48081017,9.335391998,5.052804221,0,0.921477911
2014,1,7,14,23.5,12.24718666,32.23200607,30.75342178,8.890691757,6.536413759,0,0.903000523
2014,1,7,15,23.5,12.24718666,32.23200607,31.54179955,8.456381798,5.096681222,0,0.826539096
2014,1,7,16,23.5,12.24718666,32.23200607,31.99466705,8.167031288,3.937670361,0,0.691235084
2014,1,7,17,23.5,12.24718666,32.23200607,31.45446014,8.545553207,5.128476749,0,0.492896585
2014,1,7,18,23.5,12.24718666,32.23200607,30.67842102,8.548522949,4.74136255,0,0.245875511
2014,1,7,19,23.5,12.24718666,32.23200607,29.13464928,9.548060417,4.236268148,0,0.03799177
2014,1,7,20,23.5,12.24718666,32.23200607,27.30118942,10.53837013,2.719097193,0,0
2014,1,7,21,23.5,12.24718666,32.23200607,24.68034744,12.07237053,1.537130976,0,0
2014,1,7,22,23.5,12.24718666,32.23200607,20.63082123,15.34797668,0.617525012,0,0
2014,1,7,23,23.5,12.24718666,32.23200607,18.41356659,18.96916962,0.785443881,0,0
2014,1,8,0,23.9,12.19672966,33.8006897,17.17566872,20.55896759,1.425370059,0,0
2014,1,8,1,23.9,12.19672966,33.8006897,16.33898163,21.50783157,0.719216776,0,0
2014,1,8,2,23.9,12.19672966,33.8006897,15.7228241,22.04207611,0.419606339,0,5.14E-07
2014,1,8,3,23.9,12.19672966,33.8006897,15.129673,22.64090538,0.600873845,0,1.03E-06
2014,1,8,4,23.9,12.19672966,33.8006897,13.98996735,24.8696785,0.783605673,0,2.06E-06
2014,1,8,5,23.9,12.19672966,33.8006897,13.10083485,26.72112274,1.589241902,0,1.03E-06
2014,1,8,6,23.9,12.19672966,33.8006897,12.52181625,28.30220604,0.56443955,0,1.03E-06
2014,1,8,7,23.9,12.19672966,33.8006897,16.71370125,26.15826416,0.465989254,0,0.008279321
2014,1,8,8,23.9,12.19672966,33.8006897,23.16747093,14.35081291,2.606218092,0,0.143246913
2014,1,8,9,23.9,12.19672966,33.8006897,25.44853592,13.17152214,3.698867737,0,0.394192901
2014,1,8,10,23.9,12.19672966,33.8006897,27.35325241,12.85801697,6.02749459,0,0.618562757
2014,1,8,11,23.9,12.19672966,33.8006897,28.82194328,11.59217644,5.116186526,0,0.782427972
2014,1,8,12,23.9,12.19672966,33.8006897,30.48088264,10.45462132,4.103417765,0,0.879728912
2014,1,8,13,23.9,12.19672966,33.8006897,31.63201332,9.737887383,3.85673752,0,0.919998995
2014,1,8,14,23.9,12.19672966,33.8006897,32.1445961,9.04622364,4.072466505,0,0.900034963
2014,1,8,15,23.9,12.19672966,33.8006897,32.6884346,8.533875465,3.783317255,0,0.824418186
2014,1,8,16,23.9,12.19672966,33.8006897,32.98462296,8.019618988,4.141215088,0,0.691103895
2014,1,8,17,23.9,12.19672966,33.8006897,32.68915939,7.921628952,4.505917657,0,0.493146096
2014,1,8,18,23.9,12.19672966,33.8006897,32.29266739,8.017012596,3.83203972,0,0.247555073
2014,1,8,19,23.9,12.19672966,33.8006897,30.52050018,8.392924309,4.571350364,0,0.038802982
2014,1,8,20,23.9,12.19672966,33.8006897,27.90000725,9.701890945,2.939046986,0,1.54E-06
2014,1,8,21,23.9,12.19672966,33.8006897,23.93457794,12.1014967,1.134847648,0,3.09E-06
2014,1,8,22,23.9,12.19672966,33.8006897,20.94390678,14.54263592,0.620010064,0,0
2014,1,8,23,23.9,12.19672966,33.8006897,19.50021935,16.50366211,0.427853708,0,0
2014,1,9,0,25.2,12.0537796,35.1843338,18.42797279,18.13219261,1.088386784,0,0
2014,1,9,1,25.2,12.0537796,35.1843338,16.8741951,20.86336899,1.464324242,0,0
2014,1,9,2,25.2,12.0537796,35.1843338,16.44122505,21.35855293,0.737625553,0,2.06E-06
2014,1,9,3,25.2,12.0537796,35.1843338,15.4865036,23.45926666,0.982738725,0,1.03E-06
2014,1,9,4,25.2,12.0537796,35.1843338,14.59162426,24.15904617,0.897434145,0,1.03E-06
2014,1,9,5,25.2,12.0537796,35.1843338,13.64441204,25.63874245,1.042944233,0,2.06E-06
2014,1,9,6,25.2,12.0537796,35.1843338,12.37643719,28.40940285,1.350882604,0,1.03E-06
2014,1,9,7,25.2,12.0537796,35.1843338,16.82447433,25.69906616,0.545430057,0,0.005790123
2014,1,9,8,25.2,12.0537796,35.1843338,24.39151382,13.19515324,1.232695771,0,0.141012854
2014,1,9,9,25.2,12.0537796,35.1843338,27.71255112,11.42795753,3.237548345,0,0.391337956
2014,1,9,10,25.2,12.0537796,35.1843338,30.0586853,10.32503223,3.657441416,0,0.615078708
2014,1,9,11,25.2,12.0537796,35.1843338,31.53006363,9.180614471,4.741639646,0,0.775975843
2014,1,9,12,25.2,12.0537796,35.1843338,32.65789413,8.263038635,2.302641327,0,0.873394535
2014,1,9,13,25.2,12.0537796,35.1843338,32.84200287,7.978898048,2.248725836,0,0.906660483
2014,1,9,14,25.2,12.0537796,35.1843338,34.10375214,7.170580864,4.099743732,0,0.885321542
2014,1,9,15,25.2,12.0537796,35.1843338,34.74914932,7.048938751,4.861094867,0,0.813234058
2014,1,9,16,25.2,12.0537796,35.1843338,34.55717468,6.988327503,2.954911106,0,0.68370577
2014,1,9,17,25.2,12.0537796,35.1843338,34.43876266,6.997405052,3.924032807,0,0.488520073
2014,1,9,18,25.2,12.0537796,35.1843338,33.75051117,7.219506741,2.742207655,0,0.246780352
2014,1,9,19,25.2,12.0537796,35.1843338,32.15126038,7.840501785,3.3129806,0,0.039115739
2014,1,9,20,25.2,12.0537796,35.1843338,29.33636665,9.065773964,2.067841489,0,1.03E-06
2014,1,9,21,25.2,12.0537796,35.1843338,24.01700783,12.35446739,0.796245775,0,2.06E-06
2014,1,9,22,25.2,12.0537796,35.1843338,22.14821625,13.85465431,0.515348396,0,0
2014,1,9,23,25.2,12.0537796,35.1843338,20.85255241,14.8690567,0.633270121,0,0
2014,1,10,0,27.2,13.28044701,38.6544075,19.5131588,17.07871819,0.651674858,0,0
2014,1,10,1,27.2,13.28044701,38.6544075,18.513937,18.71710587,1.064546894,0,0
2014,1,10,2,27.2,13.28044701,38.6544075,17.62251854,20.60881233,0.888836962,0,0
2014,1,10,3,27.2,13.28044701,38.6544075,15.87846756,27.88097572,0.955596933,0,0
2014,1,10,4,27.2,13.28044701,38.6544075,14.69125175,29.76647377,0.94869769,0,4.12E-06
2014,1,10,5,27.2,13.28044701,38.6544075,14.03666687,30.84705353,0.966913348,0,2.06E-06
2014,1,10,6,27.2,13.28044701,38.6544075,13.40584469,33.1774559,1.01251352,0,2.06E-06
2014,1,10,7,27.2,13.28044701,38.6544075,17.80616951,28.24913979,0.864822828,0,0.006587963
2014,1,10,8,27.2,13.28044701,38.6544075,28.4256382,11.30673313,1.199170383,0,0.138388887
2014,1,10,9,27.2,13.28044701,38.6544075,30.25031471,9.580560684,3.437477054,0,0.388040119
2014,1,10,10,27.2,13.28044701,38.6544075,32.22264481,8.597120285,3.767916197,0,0.608419735
2014,1,10,11,27.2,13.28044701,38.6544075,34.00136948,7.910281658,3.531534583,0,0.766683681
2014,1,10,12,27.2,13.28044701,38.6544075,35.75363922,7.041219711,2.169205229,0,0.860969115
2014,1,10,13,27.2,13.28044701,38.6544075,36.34340668,6.76394701,2.103651723,0,0.891110743
2014,1,10,14,27.2,13.28044701,38.6544075,36.84693909,6.059877872,2.036516309,0,0.874850286
2014,1,10,15,27.2,13.28044701,38.6544075,37.74819946,5.44749403,1.996934952,0,0.806011822
2014,1,10,16,27.2,13.28044701,38.6544075,37.5778656,5.066064358,3.125703451,0,0.679193945
2014,1,10,17,27.2,13.28044701,38.6544075,37.31677246,4.611779213,1.213041852,0,0.48954063
2014,1,10,18,27.2,13.28044701,38.6544075,36.24104309,5.106624603,2.218383603,0,0.248139925
2014,1,10,19,27.2,13.28044701,38.6544075,34.88416672,5.196013451,3.538127657,0,0.04016461
2014,1,10,20,27.2,13.28044701,38.6544075,31.54576302,6.42777729,1.417626879,0,5.14E-06
2014,1,10,21,27.2,13.28044701,38.6544075,25.18587685,9.763829231,0.737262163,0,6.17E-06
2014,1,10,22,27.2,13.28044701,38.6544075,23.62569427,11.14127731,0.910746588,0,0
2014,1,10,23,27.2,13.28044701,38.6544075,22.43766022,11.96465302,0.86636394,0,0
2014,1,11,0,30.7,18.30481339,39.75951385,20.94437599,12.85949421,0.575255086,0,0
2014,1,11,1,30.7,18.30481339,39.75951385,19.46703529,16.25068665,1.411297258,0,0
2014,1,11,2,30.7,18.30481339,39.75951385,19.65124702,17.31293488,1.38770837,0,0
2014,1,11,3,30.7,18.30481339,39.75951385,19.53793526,18.39764214,0.911804571,0,0
2014,1,11,4,30.7,18.30481339,39.75951385,19.08135986,19.72118187,0.870750978,0,0
2014,1,11,5,30.7,18.30481339,39.75951385,18.62262154,21.29219246,1.283626524,0,0
2014,1,11,6,30.7,18.30481339,39.75951385,18.37812424,21.06248283,1.144693151,0,0
2014,1,11,7,30.7,18.30481339,39.75951385,22.39509773,20.391716,1.60575015,0,0.006723251
2014,1,11,8,30.7,18.30481339,39.75951385,30.45856857,13.70164299,1.93722509,0,0.131662553
2014,1,11,9,30.7,18.30481339,39.75951385,33.15133286,14.97873592,2.827086061,0,0.373121401
2014,1,11,10,30.7,18.30481339,39.75951385,35.30857086,15.30300808,2.992820485,0,0.591487134
2014,1,11,11,30.7,18.30481339,39.75951385,35.96459579,14.4200058,4.453423672,0,0.607220691
2014,1,11,12,30.7,18.30481339,39.75951385,37.20353317,14.24805927,4.354395376,0,0.759269573
2014,1,11,13,30.7,18.30481339,39.75951385,37.0412674,14.02555084,5.260207888,0,0.814627551
2014,1,11,14,30.7,18.30481339,39.75951385,38.26848602,13.00009155,5.161858026,0,0.866167199
2014,1,11,15,30.7,18.30481339,39.75951385,38.01285172,12.79126072,5.480632928,0,0.619084368
2014,1,11,16,30.7,18.30481339,39.75951385,39.62702179,11.68211555,7.121868003,0,0.670778825
2014,1,11,17,30.7,18.30481339,39.75951385,39.22945786,11.20353889,5.043415819,0,0.337746916
2014,1,11,18,30.7,18.30481339,39.75951385,38.18246841,11.51943779,4.792033956,0,0.220668725
2014,1,11,19,30.7,18.30481339,39.75951385,36.76710892,12.46686745,4.723856784,0,0.045618827
2014,1,11,20,30.7,18.30481339,39.75951385,35.16754913,14.26887894,3.067193631,0,6.22E-05
2014,1,11,21,30.7,18.30481339,39.75951385,34.14147186,15.01909924,2.41259609,0,3.60E-06
2014,1,11,22,30.7,18.30481339,39.75951385,34.20943069,17.28813744,1.909240157,0,3.09E-06
2014,1,11,23,30.7,18.30481339,39.75951385,32.90471649,18.17922974,2.291255506,0,2.06E-06
2014,1,12,0,32,22.38015938,39.69677734,31.81074905,21.02677727,1.62280888,0,2.57E-06
2014,1,12,1,32,22.38015938,39.69677734,31.57082176,21.74552536,2.969952151,0,0
2014,1,12,2,32,22.38015938,39.69677734,30.13295364,22.14621735,2.727443175,0,2.06E-06
2014,1,12,3,32,22.38015938,39.69677734,24.87447739,31.72926331,0.544531384,0,0
2014,1,12,4,32,22.38015938,39.69677734,23.8918438,33.26238251,0.877377033,0,1.54E-06
2014,1,12,5,32,22.38015938,39.69677734,23.98155212,32.11196136,1.112642913,0,0
2014,1,12,6,32,22.38015938,39.69677734,22.93740654,35.01540375,0.631955705,0,1.54E-06
2014,1,12,7,32,22.38015938,39.69677734,25.80287361,30.58123589,1.938902631,0,0.006591049
2014,1,12,8,32,22.38015938,39.69677734,31.90623856,18.72909737,2.6967555,0,0.131117284
2014,1,12,9,32,22.38015938,39.69677734,33.73377609,17.42793083,3.731570315,0,0.371913643
2014,1,12,10,32,22.38015938,39.69677734,35.58540726,16.54263115,4.241962383,0,0.5936677
2014,1,12,11,32,22.38015938,39.69677734,35.98625183,16.55994606,5.619352916,0,0.751601336
